"LastProcessedDate","Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2023-02-24","2039-10-30","Scope 3","Scope 3 Fuel and Energy-Related Activity",,100000,,100000,50,150000,,150000,200,150000,,25,,200,150000,0,,250000
"2023-02-24","2037-10-26","Scope 2","Commercial Building",30,200000,50000,150000,,50000,,,50,250000,0,20,150000,200,200000,0,,
"2023-02-24","2033-04-25","Scope 1","Fleet Vehicles",0,50000,200000,50000,20,100000,,250000,350,50000,150000,15,0,150,250000,150000,,100000
"2023-02-24","2031-09-24","Scope 3","Scope 3 Business Travel",15,200000,0,250000,40,250000,,100000,300,100000,200000,30,50000,150,50000,100000,,200000
"2023-02-24","2041-12-17","Scope 1","Commercial Building",20,150000,100000,100000,10,0,,,350,0,50000,,100000,250,150000,250000,,0
"2023-02-24","2023-06-30","Scope 2","Private Jet",,100000,200000,50000,30,,20,0,200,200000,100000,20,200000,250,,50000,200000,50000
"2023-02-24","2030-12-02","Scope 2","Data Center",30,250000,250000,250000,0,200000,,200000,300,,250000,10,250000,150,0,,,150000
"2023-02-24","2022-03-19","Scope 3","Scope 3 Use of Sold Products",10,50000,,0,,,0,150000,150,,,15,,150,200000,200000,150000,
"2023-02-24","2025-04-10","Scope 1","Data Center",0,250000,50000,,,50000,,250000,100,200000,150000,0,250000,150,250000,150000,,250000
"2023-02-24","2040-01-06","Scope 1","Private Jet",15,150000,0,200000,30,,,100000,50,,200000,30,100000,250,100000,0,,50000
"2023-02-24","2029-07-21","Scope 2","Commercial Building",10,150000,150000,100000,40,150000,,50000,250,50000,250000,25,50000,150,50000,50000,,
"2023-02-24","2027-09-02","Scope 3","Data Center",20,50000,200000,150000,0,250000,,50000,350,0,,15,200000,150,200000,250000,,100000
"2023-02-24","2026-03-10","Scope 1","Data Center",0,200000,150000,250000,20,200000,,200000,200,100000,0,25,0,150,50000,,,0
"2023-02-24","2021-10-28","Scope 3","Scope 3 Purchased Goods Services",30,100000,0,100000,,,90,250000,100,,,,,300,,50000,200000,
"2023-02-24","2036-09-20","Scope 2","Fleet Vehicles",,150000,50000,200000,50,0,,100000,250,250000,100000,20,150000,200,150000,100000,,150000
"2023-02-24","2038-03-20","Scope 3","Scope 3 Employee Commuting",,100000,100000,150000,10,100000,,0,300,150000,50000,0,,250,0,,,200000
"2023-02-24","2021-09-10","Scope 2","Fleet Vehicles",20,200000,250000,0,,,,150000,150,,,30,,150,100000,0,100000,
"2023-02-24","2041-09-18","Scope 1","Commercial Building",10,50000,,,30,150000,,,50,250000,150000,10,50000,250,250000,250000,,150000
"2023-02-24","2029-03-19","Scope 1","Data Center",30,250000,150000,50000,,200000,,,50,50000,,15,0,200,150000,150000,,0
"2023-02-24","2037-07-31","Scope 3","Scope 3 Franchising",0,100000,200000,200000,10,,,150000,150,,0,0,100000,200,50000,100000,,250000
"2023-02-24","2027-12-31","Scope 2","Private Jet",15,250000,100000,100000,50,250000,,100000,200,100000,250000,30,250000,150,0,50000,,50000
"2023-02-24","2033-11-02","Scope 2","Fleet Vehicles",20,150000,0,0,20,100000,,200000,250,200000,100000,20,200000,200,100000,200000,,200000
"2023-02-24","2035-06-05","Scope 1","Commercial Building",30,200000,,150000,0,50000,,250000,300,150000,200000,25,,200,250000,100000,,
"2023-02-24","2028-08-08","Scope 3","Scope 3 Capital Goods",0,50000,50000,250000,40,0,,0,350,0,50000,,150000,150,200000,250000,,100000
"2023-02-24","2025-06-22","Scope 3","Scope 3 Investments",,250000,250000,,50,50000,,50000,100,200000,50000,10,0,150,,0,,200000
"2023-02-24","2022-04-09","Scope 2","Data Center",15,150000,150000,50000,,,70,200000,350,,,15,,250,100000,200000,50000,
"2023-02-24","2024-07-08","Scope 1","Fleet Vehicles",10,100000,50000,150000,40,150000,,,300,100000,,20,200000,150,,100000,,0
"2023-02-24","2034-10-25","Scope 2","Private Jet",30,200000,0,100000,10,250000,,250000,100,150000,0,0,250000,200,50000,,,
"2023-02-24","2040-06-20","Scope 1","Commercial Building",20,50000,,0,0,100000,,50000,50,50000,100000,10,50000,200,0,150000,,250000
"2023-02-24","2039-07-01","Scope 3","Commercial Building",,250000,100000,250000,30,0,,0,250,,150000,,100000,200,150000,50000,,150000
"2023-02-24","2023-08-26","Scope 2","Private Jet",0,200000,200000,,20,200000,50,100000,200,250000,200000,25,150000,300,200000,250000,0,100000
"2023-02-24","2026-01-04","Scope 3","Scope 3 Waste Generated in Operations",10,50000,250000,50000,,,,150000,150,0,250000,30,,200,250000,100000,,50000
"2023-02-24","2036-05-31","Scope 1","Data Center",15,150000,50000,200000,40,,,150000,50,150000,100000,0,0,200,100000,50000,,0
"2023-02-24","2031-11-18","Scope 1","Fleet Vehicles",,100000,,100000,,250000,,50000,250,0,0,10,150000,200,200000,150000,,200000
"2023-02-24","2030-12-19","Scope 3","Scope 3 Downstream Leased Assets",20,150000,0,,30,50000,,,100,100000,,,,150,50000,200000,,100000
"2023-02-24","2032-05-31","Scope 2","Private Jet",10,250000,250000,200000,20,200000,,200000,300,50000,250000,25,50000,150,,150000,,50000
"2023-02-24","2020-04-06","Scope 1","Commercial Building",0,100000,150000,150000,,,30,250000,350,,,20,,350,0,,250000,
"2023-02-24","2028-12-11","Scope 2","Data Center",15,200000,100000,50000,50,150000,,0,150,200000,150000,15,100000,150,250000,0,,
"2023-02-24","2038-11-03","Scope 3","Scope 3 Processing Sold Products",30,50000,200000,0,0,100000,,100000,200,250000,50000,30,200000,200,150000,,,250000
"2023-02-24","2027-01-11","Scope 2","Fleet Vehicles",15,100000,50000,250000,10,0,,150000,300,,200000,0,250000,150,150000,200000,,150000
"2023-02-24","2020-06-23","Scope 1","Private Jet",30,250000,100000,,,,20,200000,50,,,10,,100,50000,150000,,
"2023-02-24","2036-02-22","Scope 3","Scope 3 Uncategorized Emissions",20,200000,,250000,20,250000,,250000,150,100000,250000,30,50000,200,,100000,,250000
"2023-02-24","2029-01-18","Scope 3","Private Jet",10,50000,250000,50000,10,0,,,250,250000,200000,,150000,150,100000,0,,50000
"2023-02-24","2025-11-30","Scope 2","Data Center",,150000,0,150000,40,,,0,350,150000,0,25,200000,200,250000,50000,,0
"2023-02-24","2024-08-01","Scope 1","Fleet Vehicles",0,200000,200000,100000,0,50000,,100000,200,0,100000,15,0,150,0,150000,,100000
"2023-02-24","2040-08-25","Scope 1","Private Jet",0,150000,150000,200000,50,100000,,50000,100,,50000,20,,250,200000,250000,,
"2023-02-24","2026-01-28","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,100000,250000,0,30,200000,,200000,100,200000,,25,100000,150,0,250000,,200000
"2023-02-24","2030-04-25","Scope 2","Commercial Building",15,200000,0,150000,,150000,,,350,50000,150000,10,250000,150,,50000,,150000
"2023-02-24","2032-06-20","Scope 1","Data Center",20,250000,,0,10,250000,,0,300,,200000,15,150000,200,250000,100000,,250000
"2023-02-24","2039-10-26","Scope 3","Scope 3 Downstream Transportation Distribution",,50000,150000,200000,20,,,100000,250,150000,0,0,0,250,150000,50000,,100000
"2023-02-24","2037-10-18","Scope 2","Commercial Building",10,200000,50000,150000,30,150000,,150000,50,100000,250000,,200000,200,100000,0,,200000
"2023-02-24","2023-08-27","Scope 2","Private Jet",20,150000,100000,,40,50000,50,250000,150,200000,,20,100000,200,50000,0,0,
"2023-02-24","2021-09-14","Scope 1","Fleet Vehicles",30,200000,200000,50000,,,20,50000,200,,,30,,100,200000,,,
"2023-02-24","2033-01-29","Scope 3","Scope 3 Upstream Transportation Distribution",,50000,100000,250000,50,200000,,100000,300,50000,150000,,,150,250000,150000,,0
"2023-02-24","2031-09-04","Scope 3","Fleet Vehicles",0,100000,150000,100000,0,0,,150000,50,250000,100000,15,250000,200,100000,200000,,50000
"2023-02-24","2041-01-16","Scope 2","Data Center",15,250000,0,150000,,100000,,250000,350,0,50000,30,50000,250,50000,,,150000
"2023-02-24","2035-10-31","Scope 1","Commercial Building",10,250000,50000,,40,0,,200000,200,200000,100000,25,,200,150000,200000,,100000
"2023-02-24","2034-11-05","Scope 2","Private Jet",,50000,200000,250000,0,,,,250,100000,250000,0,100000,200,,50000,,200000
"2023-02-24","2022-12-14","Scope 1","Commercial Building",20,100000,250000,100000,,,90,0,100,,,10,,350,200000,,100000,
"2023-02-24","2027-12-14","Scope 3","Scope 3 Investments",0,200000,,0,,200000,,50000,150,150000,,20,50000,150,0,150000,,0
"2023-02-24","2020-01-27","Scope 2","Data Center",30,150000,200000,50000,,,70,250000,250,,,20,,300,150000,0,150000,
"2023-02-24","2038-05-01","Scope 1","Fleet Vehicles",15,200000,150000,150000,10,50000,,100000,150,0,0,25,250000,200,100000,100000,,
"2023-02-24","2023-12-14","Scope 3","Fleet Vehicles",10,250000,100000,200000,50,250000,,150000,50,250000,150000,10,0,200,200000,250000,200000,150000
"2023-02-24","2026-12-03","Scope 2","Private Jet",10,50000,,0,30,100000,,200000,200,50000,200000,15,150000,150,250000,100000,,250000
"2023-02-24","2030-07-02","Scope 3","Commercial Building",15,150000,250000,50000,20,150000,,,300,,50000,0,200000,150,50000,200000,,50000
"2023-02-24","2031-06-08","Scope 1","Fleet Vehicles",0,100000,0,250000,40,250000,,0,100,150000,150000,30,100000,150,,150000,,250000
"2023-02-24","2028-03-30","Scope 1","Commercial Building",20,250000,50000,150000,0,100000,,50000,350,200000,0,,50000,150,0,,,100000
"2023-02-24","2025-12-29","Scope 3","Data Center",30,200000,,200000,30,0,,150000,100,250000,200000,0,0,150,,150000,,150000
"2023-02-24","2037-06-13","Scope 2","Fleet Vehicles",,150000,50000,100000,,50000,,0,250,0,100000,15,200000,200,0,250000,,
"2023-02-24","2033-05-12","Scope 3","Scope 3 Uncategorized Emissions",10,50000,200000,,10,200000,,,350,,250000,30,150000,200,100000,100000,,0
"2023-02-24","2034-10-16","Scope 1","Commercial Building",0,100000,100000,,20,,,200000,300,100000,,20,250000,150,250000,0,,200000
"2023-02-24","2035-02-09","Scope 2","Data Center",20,100000,250000,0,50,150000,,50000,200,50000,50000,25,,200,50000,50000,,50000
"2023-02-24","2039-10-19","Scope 1","Data Center",30,200000,0,150000,40,100000,,100000,50,,0,10,0,200,150000,,,200000
"2023-02-24","2021-07-11","Scope 3","Scope 3 Downstream Transportation Distribution",15,150000,150000,100000,,,0,250000,150,,,,,250,200000,50000,250000,
"2023-02-24","2032-11-05","Scope 2","Fleet Vehicles",,250000,250000,200000,,,,100000,200,200000,250000,,100000,150,200000,0,,250000
"2023-02-24","2024-10-06","Scope 3","Scope 3 End-Life Treatment of Sold Product",20,50000,200000,250000,0,50000,,150000,50,0,150000,25,150000,150,100000,250000,,
"2023-02-24","2040-07-03","Scope 2","Private Jet",15,100000,0,50000,10,200000,,50000,100,100000,50000,30,,200,0,150000,,0
"2023-02-24","2029-07-27","Scope 1","Commercial Building",30,200000,,0,20,250000,,200000,350,250000,100000,15,50000,200,,200000,,100000
"2023-02-24","2022-08-31","Scope 2","Private Jet",0,250000,100000,250000,,,30,0,150,,,10,,150,250000,100000,50000,
"2023-02-24","2041-01-19","Scope 1","Fleet Vehicles",10,50000,50000,200000,30,150000,,250000,250,50000,200000,0,200000,200,50000,50000,,150000
"2023-02-24","2036-11-19","Scope 3","Scope 3 Employee Commuting",,150000,150000,150000,50,0,,,300,150000,,20,250000,200,150000,200000,,50000
"2023-02-24","2040-08-20","Scope 2","Data Center",0,200000,200000,100000,30,,,250000,300,0,200000,25,250000,250,250000,0,,0
"2023-02-24","2021-08-11","Scope 3","Scope 3 Franchising",10,100000,100000,,,,,0,350,,,20,,100,100000,,200000,
"2023-02-24","2027-06-11","Scope 1","Private Jet",30,50000,150000,50000,0,50000,,100000,250,100000,150000,10,150000,150,50000,50000,,200000
"2023-02-24","2020-11-19","Scope 2","Commercial Building",20,150000,,0,,,20,50000,150,,,15,,350,200000,,250000,
"2023-02-24","2037-09-16","Scope 1","Fleet Vehicles",15,250000,250000,150000,50,0,,,50,,100000,,50000,200,150000,100000,,
"2023-02-24","2023-11-19","Scope 3","Scope 3 Business Travel",,50000,0,50000,10,100000,30,200000,200,150000,,0,200000,200,,100000,,100000
"2023-02-24","2033-04-16","Scope 3","Scope 3 Waste Generated in Operations",10,150000,50000,250000,,200000,,150000,100,200000,0,30,100000,200,0,150000,,50000
"2023-02-24","2022-02-04","Scope 1","Commercial Building",,200000,150000,,,,50,250000,200,,,30,,150,50000,250000,100000,
"2023-02-24","2029-11-29","Scope 2","Private Jet",20,250000,200000,100000,40,250000,,0,300,250000,50000,10,,150,200000,0,,250000
"2023-02-24","2026-08-09","Scope 2","Data Center",0,100000,0,200000,20,150000,,150000,350,50000,250000,15,0,150,250000,,,150000
"2023-02-24","2025-11-10","Scope 3","Scope 3 Upstream Transportation Distribution",15,100000,,100000,30,50000,,200000,150,150000,0,20,0,150,0,50000,,100000
"2023-02-24","2032-07-31","Scope 1","Data Center",30,150000,50000,150000,50,100000,,100000,100,,150000,25,100000,150,150000,200000,,150000
"2023-02-24","2041-02-23","Scope 3","Scope 3 Capital Goods",,50000,100000,0,20,200000,,50000,50,50000,250000,0,200000,250,100000,250000,,
"2023-02-24","2030-07-03","Scope 2","Commercial Building",30,150000,250000,100000,40,150000,,,250,200000,100000,,150000,150,,100000,,0
"2023-02-24","2034-08-10","Scope 1","Fleet Vehicles",20,250000,250000,250000,,250000,,150000,50,0,200000,25,50000,200,100000,150000,,200000
"2023-02-24","2036-01-14","Scope 1","Private Jet",0,200000,50000,50000,0,0,,100000,300,100000,50000,10,,200,,100000,,50000
"2023-02-24","2039-10-18","Scope 3","Scope 3 Fuel and Energy-Related Activity",10,50000,0,200000,10,,,,100,250000,,0,250000,250,50000,150000,,250000
"2023-02-24","2038-12-24","Scope 2","Fleet Vehicles",15,150000,100000,,20,0,,50000,150,100000,150000,15,0,200,150000,,,100000
"2023-02-24","2035-01-16","Scope 3","Private Jet",,250000,,50000,10,100000,,200000,350,250000,100000,20,50000,150,250000,0,,0
"2023-02-24","2031-06-18","Scope 2","Commercial Building",10,200000,200000,100000,40,150000,,0,200,150000,200000,30,100000,200,0,100000,,150000
"2023-02-24","2024-05-14","Scope 1","Data Center",20,200000,150000,100000,50,,,250000,250,0,250000,,,150,200000,50000,,250000
"2023-02-24","2028-03-28","Scope 1","Private Jet",15,100000,,250000,,250000,,50000,250,200000,,30,250000,150,250000,250000,,50000
"2023-02-24","2034-03-03","Scope 2","Data Center",30,200000,0,,0,200000,,250000,300,50000,0,20,150000,200,50000,200000,,200000
"2023-02-24","2024-03-28","Scope 3","Scope 3 Processing Sold Products",0,250000,50000,150000,30,50000,,200000,100,,50000,0,200000,150,150000,150000,,
"2023-02-24","2039-08-17","Scope 2","Commercial Building",15,200000,100000,150000,0,0,,,200,,50000,10,0,200,0,0,,250000
"2023-02-24","2041-01-01","Scope 1","Private Jet",30,50000,200000,200000,20,250000,,0,50,50000,250000,25,100000,250,,100000,,100000
"2023-02-24","2035-02-27","Scope 3","Scope 3 Downstream Leased Assets",10,150000,150000,0,30,150000,,100000,350,200000,200000,,250000,200,100000,,,
"2023-02-24","2032-05-06","Scope 3","Scope 3 Use of Sold Products",,100000,250000,100000,,50000,,150000,150,150000,100000,15,200000,200,200000,150000,,200000
"2023-02-24","2023-12-01","Scope 1","Data Center",0,100000,,,40,100000,70,100000,300,0,,,50000,250,50000,250000,150000,50000
"2023-02-24","2028-11-20","Scope 2","Fleet Vehicles",20,250000,0,0,10,200000,,50000,200,250000,0,0,,150,150000,100000,,150000
"2023-02-24","2031-12-30","Scope 1","Commercial Building",10,200000,200000,200000,50,,,,150,100000,150000,30,150000,150,0,200000,,0
"2023-02-24","2021-03-19","Scope 2","Private Jet",15,50000,150000,150000,,,0,250000,50,,,15,,300,100000,0,0,
"2023-02-24","2025-05-13","Scope 3","Scope 3 Upstream Leased Assets",30,150000,250000,50000,20,100000,,150000,350,50000,,10,250000,150,,50000,,100000
"2023-02-24","2027-10-27","Scope 3","Scope 3 Purchased Goods Services",,50000,50000,250000,50,,,0,250,100000,150000,25,150000,150,250000,200000,,250000
"2023-02-24","2033-06-09","Scope 1","Fleet Vehicles",20,150000,100000,250000,0,250000,,200000,100,0,100000,20,0,150,200000,150000,,
"2023-02-24","2036-11-29","Scope 2","Data Center",0,250000,50000,200000,30,0,,50000,200,,0,,,200,150000,0,,50000
"2023-02-24","2022-11-09","Scope 3","Scope 3 Processing Sold Products",0,200000,150000,,,,90,0,300,,,25,,200,50000,100000,50000,
"2023-02-24","2037-02-20","Scope 2","Fleet Vehicles",10,100000,200000,0,,150000,,100000,150,200000,50000,15,50000,250,100000,150000,,0
"2023-02-24","2020-08-03","Scope 1","Commercial Building",15,150000,0,50000,,,0,200000,250,,,0,,250,200000,250000,,
"2023-02-24","2040-06-06","Scope 1","Private Jet",30,100000,,100000,10,200000,,150000,350,150000,200000,10,200000,200,,,,200000
"2023-02-24","2029-03-12","Scope 2","Data Center",20,250000,250000,150000,40,50000,,,100,250000,250000,20,100000,150,250000,50000,,150000
"2023-02-24","2030-12-16","Scope 3","Scope 3 Capital Goods",,50000,100000,,30,,,250000,50,50000,,30,,150,0,150000,,50000
"2023-02-24","2038-07-09","Scope 1","Commercial Building",10,200000,150000,0,10,100000,,50000,300,250000,100000,10,100000,250,250000,250000,,100000
"2023-02-24","2026-01-23","Scope 2","Fleet Vehicles",30,50000,250000,50000,40,0,,150000,100,200000,200000,30,200000,150,150000,50000,,0
"2023-02-24","2035-06-12","Scope 3","Scope 3 Investments",0,250000,0,250000,,250000,,250000,50,,0,,0,200,0,0,,150000
"2023-02-24","2038-10-15","Scope 1","Data Center",15,100000,200000,150000,0,150000,,200000,150,0,50000,25,150000,200,50000,100000,,200000
"2023-02-24","2034-08-04","Scope 2","Private Jet",,150000,100000,200000,50,200000,,100000,200,100000,150000,0,250000,150,,200000,,250000
"2023-02-24","2020-03-16","Scope 3","Scope 3 Use of Sold Products",20,200000,,100000,,,70,,250,,,20,,150,200000,,200000,
"2023-02-24","2039-05-18","Scope 1","Commercial Building",0,200000,50000,150000,20,50000,,0,350,150000,250000,15,50000,200,100000,250000,,
"2023-02-24","2023-07-01","Scope 3","Commercial Building",15,150000,0,,10,50000,30,50000,300,50000,250000,30,150000,300,50000,,0,250000
"2023-02-24","2026-05-22","Scope 2","Private Jet",20,50000,250000,200000,0,150000,,150000,100,0,,,100000,150,150000,200000,,150000
"2023-02-24","2025-10-21","Scope 1","Fleet Vehicles",30,100000,,100000,,250000,,250000,150,250000,100000,25,,150,,100000,,100000
"2023-02-24","2036-04-06","Scope 3","Scope 3 Business Travel",10,250000,150000,50000,40,100000,,0,200,150000,150000,10,200000,200,200000,100000,,50000
"2023-02-24","2028-05-13","Scope 2","Fleet Vehicles",,50000,100000,0,50,200000,,,50,200000,50000,20,0,150,0,0,,
"2023-02-24","2041-09-02","Scope 2","Commercial Building",15,200000,200000,150000,30,,,200000,350,,200000,0,250000,250,250000,0,,0
"2023-02-24","2021-04-18","Scope 1","Private Jet",,100000,50000,250000,,,90,100000,250,,,15,,350,100000,150000,100000,
"2023-02-24","2030-05-20","Scope 3","Data Center",30,150000,200000,250000,20,0,,150000,250,100000,0,25,50000,200,250000,50000,,200000
"2023-02-24","2033-09-20","Scope 1","Data Center",20,200000,50000,100000,10,100000,,250000,350,200000,0,20,50000,200,150000,0,,0
"2023-02-24","2024-12-05","Scope 2","Data Center",10,250000,100000,150000,20,150000,,200000,300,50000,150000,30,150000,150,50000,250000,,200000
"2023-02-24","2027-03-16","Scope 3","Scope 3 Fuel and Energy-Related Activity",0,200000,150000,50000,0,,,100000,50,250000,50000,10,,150,100000,100000,,100000
"2023-02-24","2037-07-31","Scope 1","Fleet Vehicles",15,100000,0,0,30,250000,,,100,,200000,0,250000,200,,100000,,250000
"2023-02-24","2040-09-18","Scope 3","Scope 3 Downstream Transportation Distribution",0,50000,250000,200000,40,0,,50000,200,0,100000,15,0,250,0,,,
"2023-02-24","2029-10-22","Scope 2","Private Jet",10,150000,,,,200000,,0,150,150000,250000,,200000,200,200000,200000,,50000
"2023-02-24","2022-02-15","Scope 1","Commercial Building",,250000,150000,,,,50,100000,250,,,,,100,250000,50000,50000,
