"ForecastStatus","ProductFamily","OwnerName","AccountId","ProductName","ExternalId","LastProcessedDate","Time","ParentName","AccountType","SalesAgreementName","Industry","DerivedStatus","AccountName","Plan","UnitPrice","Price","Forecast","Attainment","Actual"
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 9000","Account.054","2020-06-19","2020-12-04","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly6_2020-12-04","Manufacturing","Approved","Tech Labs",20000,8100,7674,22854,92,21026
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Compactor 3500","Account.019","2020-06-19","2019-01-17","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly6_2019-01-17","Consumer","Upcoming Renewal","Haven Enterprises",20000,5750,5684,23221,94,21828
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Backhoe Attachment R1","Account.059","2020-06-19","2019-11-22","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly6_2019-11-22","Technology","Upcoming Renewal","Integrity Systems",27500,19500,18243,30805,102,31421
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Pickup Broom PB200","Account.044","2020-06-19","2020-11-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly18_2020-11-11","Financial Services","Pending Approval","Wellspring, Inc.",32500,7500,6139,36036,105,37838
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Ripper 27","Account.011","2020-06-19","2020-10-13","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly12_2020-10-13","Technology","Approved","Meridian Partners",20000,1000,940,24401,91,22205
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T36","Account.046","2020-06-19","2020-08-22","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2020-08-22","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",27500,6000,5042,32030,89,28507
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 34","Account.045","2020-06-19","2019-10-19","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly6_2019-10-19","Financial Services","Approved","Momentum Design",25000,1350,1277,28501,99,28216
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 9500","Account.010","2020-06-19","2020-05-17","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2020-05-17","Technology","Upcoming Renewal","Acme Partners",25000,13000,12372,28146,102,28709
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H500","Account.010","2020-06-19","2020-12-21","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2020-12-21","Technology","Pending Approval","Acme Partners",32500,4200,3855,34855,110,38341
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Ripper 34","Account.046","2020-06-19","2019-09-09","Advanced Communications","Enterprise","Silodyne Company SA_Monthly6_2019-09-09","Healthcare & Life Sciences","Approved","Silodyne Company",27500,1350,1285,32406,89,28841
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Pickup Broom PB200","Account.054","2020-06-19","2019-04-24","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly18_2019-04-24","Manufacturing","Upcoming Renewal","Tech Labs",37500,7500,7134,42936,92,39501
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Trencher T48","Account.011","2020-06-19","2019-06-09","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2019-06-09","Technology","Upcoming Renewal","Meridian Partners",37500,6400,6125,43569,91,39648
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Sweeper S1000","Account.010","2020-06-19","2020-10-11","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2020-10-11","Technology","Pending Approval","Acme Partners",25000,7500,7334,26714,110,29385
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Compactor 9500","Account.019","2020-06-19","2020-07-28","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly6_2020-07-28","Consumer","Upcoming Renewal","Haven Enterprises",12500,13000,12359,14697,94,13815
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Trencher T60","Account.052","2020-06-19","2020-03-09","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly12_2020-03-09","Communications","Approved","Red Studio Designs",37500,9000,8467,35001,108,37801
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 27","Account.045","2020-06-19","2019-08-07","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly18_2019-08-07","Financial Services","Approved","Momentum Design",40000,1000,944,45892,99,45433
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Utility Broom UB1000","Account.059","2020-06-19","2020-09-23","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly6_2020-09-23","Technology","Upcoming Renewal","Integrity Systems",40000,4500,4362,45001,102,45901
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Pulverizer P10","Account.001","2020-06-19","2020-04-28","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly18_2020-04-28","Technology","Upcoming Renewal","Ohana Incorporated.",20000,4500,4297,27176,85,23100
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Hammer H700","Account.044","2020-06-19","2019-05-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly18_2019-05-11","Financial Services","Approved","Wellspring, Inc.",12500,5750,5486,13756,105,14444
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pulverizer P20","Account.010","2020-06-19","2019-03-15","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2019-03-15","Technology","Pending Approval","Acme Partners",22500,4750,4666,24161,110,26577
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 37","Account.001","2020-06-19","2019-12-07","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly6_2019-12-07","Technology","Upcoming Renewal","Ohana Incorporated.",22500,2000,1902,30651,85,26053
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Hammer H500","Account.054","2020-06-19","2019-02-27","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly12_2019-02-27","Manufacturing","Approved","Tech Labs",30000,4200,3840,34784,92,32001
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T36","Account.010","2020-06-19","2020-02-28","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2020-02-28","Technology","Upcoming Renewal","Acme Partners",22500,6000,5587,24918,105,26164
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 19","Account.044","2020-06-19","2019-07-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly18_2019-07-11","Financial Services","Approved","Wellspring, Inc.",12500,800,693,13823,105,14514
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Sweeper S1000","Account.045","2020-06-19","2020-01-03","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly18_2020-01-03","Financial Services","Pending Approval","Momentum Design",25000,7500,6981,28264,99,27981
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 9000","Account.011","2020-06-19","2020-06-07","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly6_2020-06-07","Technology","Upcoming Renewal","Meridian Partners",37500,8100,7731,42057,91,38272
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Compactor 3500","Account.046","2020-06-19","2019-03-17","Advanced Communications","Enterprise","Silodyne Company SA_Yearly6_2019-03-17","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",40000,5750,5424,47297,89,42094
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Backhoe Attachment R1","Account.052","2020-06-19","2020-07-31","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly6_2020-07-31","Communications","Pending Approval","Red Studio Designs",10000,19500,18542,9341,108,10088
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB200","Account.010","2020-06-19","2020-06-25","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2020-06-25","Technology","Approved","Acme Partners",17500,7500,7169,18715,110,20587
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Pickup Broom PB100","Account.059","2020-06-19","2019-02-25","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly6_2019-02-25","Technology","Approved","Integrity Systems",40000,6900,6527,44476,102,45366
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Backhoe Attachment R2","Account.019","2020-06-19","2019-05-19","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly12_2019-05-19","Consumer","Upcoming Renewal","Haven Enterprises",7500,20500,17468,8773,94,8247
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Trencher T48","Account.052","2020-06-19","2020-09-06","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly12_2020-09-06","Communications","Upcoming Renewal","Red Studio Designs",25000,6400,6374,23522,108,25404
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Pulverizer P10","Account.045","2020-06-19","2019-09-26","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly12_2019-09-26","Financial Services","Pending Approval","Momentum Design",20000,4500,4207,22510,99,22285
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P20","Account.046","2020-06-19","2020-04-24","Advanced Communications","Enterprise","Silodyne Company SA_Monthly18_2020-04-24","Healthcare & Life Sciences","Approved","Silodyne Company",37500,4750,4552,43747,89,38935
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Pickup Broom PB200","Account.011","2020-06-19","2020-02-05","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2020-02-05","Technology","Upcoming Renewal","Meridian Partners",10000,7500,6538,12145,91,11052
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Pickup Broom PB100","Account.001","2020-06-19","2019-12-15","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly12_2019-12-15","Technology","Approved","Ohana Incorporated.",22500,6900,6444,30658,85,26059
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Sweeper S1000","Account.059","2020-06-19","2019-07-06","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly18_2019-07-06","Technology","Upcoming Renewal","Integrity Systems",7500,7500,6859,8344,102,8511
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T36","Account.019","2020-06-19","2020-12-23","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly18_2020-12-23","Consumer","Approved","Haven Enterprises",22500,6000,5245,26445,94,24858
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 27","Account.010","2020-06-19","2019-10-07","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2019-10-07","Technology","Upcoming Renewal","Acme Partners",25000,1000,944,26820,110,29502
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H700","Account.010","2020-06-19","2020-10-07","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2020-10-07","Technology","Pending Approval","Acme Partners",25000,5750,5083,30430,91,27691
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 9000","Account.054","2020-06-19","2020-06-01","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly12_2020-06-01","Manufacturing","Upcoming Renewal","Tech Labs",10000,8100,7760,11568,92,10643
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Backhoe Attachment R1","Account.044","2020-06-19","2020-08-06","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly6_2020-08-06","Financial Services","Approved","Wellspring, Inc.",20000,19500,19124,22148,105,23255
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 19","Account.019","2020-06-19","2020-05-09","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly12_2020-05-09","Consumer","Pending Approval","Haven Enterprises",25000,800,772,28951,94,27214
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Backhoe Attachment R2","Account.011","2020-06-19","2020-03-22","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2020-03-22","Technology","Approved","Meridian Partners",30000,20500,19779,35130,91,31968
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Compactor 9500","Account.046","2020-06-19","2019-01-25","Advanced Communications","Enterprise","Silodyne Company SA_Monthly6_2019-01-25","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",32500,13000,12168,37709,89,33561
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 34","Account.044","2020-06-19","2020-11-25","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly18_2020-11-25","Financial Services","Upcoming Renewal","Wellspring, Inc.",27500,1350,1258,30697,105,32232
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Utility Broom UB1000","Account.059","2020-06-19","2019-10-29","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly12_2019-10-29","Technology","Upcoming Renewal","Integrity Systems",10000,4500,3734,11124,102,11346
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T60","Account.045","2020-06-19","2019-06-08","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly18_2019-06-08","Financial Services","Approved","Momentum Design",17500,9000,8265,20023,99,19823
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 37","Account.001","2020-06-19","2020-01-07","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly6_2020-01-07","Technology","Pending Approval","Ohana Incorporated.",7500,2000,1927,10299,85,8754
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 27","Account.054","2020-06-19","2019-04-26","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly18_2019-04-26","Manufacturing","Upcoming Renewal","Tech Labs",10000,1000,961,11499,92,10579
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R1","Account.010","2020-06-19","2020-04-30","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2020-04-30","Technology","Approved","Acme Partners",37500,19500,19178,40435,110,44479
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 3500","Account.052","2020-06-19","2019-08-07","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly6_2019-08-07","Communications","Upcoming Renewal","Red Studio Designs",30000,5750,5430,27745,108,29965
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H500","Account.010","2020-06-19","2019-11-13","Ohana Technologies","Partner","Acme Partners SA_Quarterly18_2019-11-13","Technology","Pending Approval","Acme Partners",22500,4200,4067,25851,92,23783
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Sweeper S1000","Account.010","2020-06-19","2019-07-13","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2019-07-13","Technology","Approved","Acme Partners",5000,7500,6706,4615,108,4984
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Pulverizer P20","Account.054","2020-06-19","2020-06-26","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly12_2020-06-26","Manufacturing","Upcoming Renewal","Tech Labs",10000,4750,4524,11424,92,10510
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T48","Account.019","2020-06-19","2019-12-18","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly12_2019-12-18","Consumer","Upcoming Renewal","Haven Enterprises",15000,6400,6139,17683,94,16622
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Pulverizer P10","Account.001","2020-06-19","2020-07-12","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly6_2020-07-12","Technology","Approved","Ohana Incorporated.",22500,4500,3973,30754,85,26141
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Trencher T60","Account.011","2020-06-19","2020-02-07","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly12_2020-02-07","Technology","Approved","Meridian Partners",12500,9000,8818,15271,91,13897
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 34","Account.059","2020-06-19","2020-10-06","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly6_2020-10-06","Technology","Pending Approval","Integrity Systems",30000,1350,1304,33597,102,34269
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 9000","Account.052","2020-06-19","2020-11-08","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2020-11-08","Communications","Upcoming Renewal","Red Studio Designs",35000,8100,6750,33006,108,35646
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 34","Account.010","2020-06-19","2019-11-05","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2019-11-05","Technology","Upcoming Renewal","Acme Partners",30000,1350,1262,32198,110,35418
